年	月	日	時	分	縣市	行政區	allLocation	GoogleLat	GoogleLng	死	2-30	受傷	當事人數	天候	道路照明設備	道路類別	道路型態	事故位置	路面狀況1	路面狀況2	路面狀況3	道路障礙1	道路障礙2	號誌1	號誌2	車道劃分-分向	車道劃分-分道1	車道劃分-分道2	車道劃分-分道3	事故類型及型態	行動電話	當事者行動狀態	駕駛資格情形	保護裝置	飲酒情形	駕駛執照種類	個人肇逃否	肇因碼-主要	性別	受傷程度	車輛撞擊部位1	車輛撞擊部位2
113	9	10	14	12	臺北市	中山區	中山區吉林路與吉林路144巷口	25.0560641	121.5301601	0	0	1	2	8	6	5	4	1	1	5	4	5	13	1	1	5	4	4	2	17	1	5	1	5	11	10	1		2	3	17	
113	9	10	14	39	臺北市	大同區	大同區重慶北路3段與重慶北路3段236巷口口	25.0707069	121.513673	0	0	6	6	8	6	5	4	2	1	5	4	5	13	2	1	1	4	5	2	13	1	9	1	7	2	4	1		1	2	1	1
113	9	10	14	46	臺北市	信義區	信義區松山路350號	25.0411533	121.577771	0	0	1	2	8	6	5	14	9	1	5	4	5	13	1	1	3	3	5	2	13	1	9	1	3	1	8	1		1	3	1	
113	9	10	14	50	臺北市	信義區	信義區崇德街與崇德街口	25.0243105	121.5539504	0	0	1	2	8	7	5	4	1	1	5	4	5	13	4	4	9	5	5	2	16	4	5	1	3	1	8	1		2	3	8	
113	9	10	15	0	臺北市	信義區	信義區信義路4段與基隆路2段口	25.0329849	121.5592308	0	0	2	2	8	6	8	4	2	1	5	4	5	13	2	1	3	4	5	2	17	1	9	1	6	1	10	1		2	2	11	
113	9	10	15	29	臺北市	信義區	信義區忠孝東路5段236巷與忠孝東路5段236巷10弄口	25.0399637	121.5718641	0	0	2	2	8	7	5	14	9	1	5	4	5	13	1	1	9	4	5	2	12	4	1	8	4	1	20	1		2	2	11	
113	9	10	16	0	臺北市	士林區	士林區福華路與文林路口	25.10110434	121.5222112	0	0	1	2	8	6	5	4	1	1	5	4	5	13	1	1	5	5	5	2	14	4	2	1	3	2	8	1		1	3	3	
113	9	10	16	6	臺北市	中山區	中山區民權東路3段東往西，榮星花園旁	25.0624375	121.5399998	0	0	2	4	8	6	5	14	9	1	5	4	5	13	4	4	1	4	5	2	13	4	9	1	3	2	8	1		1	2	1	
113	9	10	16	7	臺北市	中山區	中山區大直街70號	25.08355794	121.5462999	0	0	1	2	7	5	5	14	9	1	5	4	5	13	4	4	5	5	5	2	17	4	13	1	3	11	10	2		4	2	12	
113	9	10	16	16	臺北市	信義區	信義區文昌街與嘉興街口	25.032172	121.5583961	0	0	1	2	8	7	5	5	1	1	5	4	5	13	4	4	10	5	5	2	9	1	9	1	7	2	2	1		1	3	1	
113	9	10	16	24	臺北市	萬華區	萬華區環河南路1段與貴陽街2段口	25.04028	121.4978542	0	0	1	2	8	5	8	22	22	1	5	4	5	13	4	4	10	5	5	2	17	4	15	6	3	1	18	1		1	3	11	
113	9	10	16	28	臺北市	士林區	士林區文林路615巷與福國路口	25.1001225	121.5181389	0	0	2	2	8	6	5	3	2	1	5	4	1	13	4	4	10	5	5	1	10	1	1	1	5	1	10	1		1	2	14	
113	9	10	16	29	臺北市	中山區	中山區樂群一路與基湖路口	25.07622619	121.5629683	0	0	1	2	7	7	5	3	2	1	5	4	5	13	1	1	1	3	5	1	17	1	5	1	5	1	10	1		1	2	14	
113	9	10	16	41	臺北市	萬華區	萬華區華江橋機車道往板橋方向(編號0904454燈桿前)	25.0386304	121.4954791	0	0	1	3	8	6	5	14	11	1	5	4	3	10	4	4	10	5	5	1	17	1	15	1	5	1	10	1		1	3	17	
113	9	10	16	45	臺北市	內湖區	內湖區碧山路(往內湖)	25.0910244	121.5893898	0	0	2	3	8	5	5	14	9	1	5	4	5	13	4	4	9	5	5	2	12	1	12	1	6	2	10	1		1	2	11	
113	9	10	16	46	臺北市	大安區	大安區安和路2段與安和路2段71巷口	25.030346	121.5524361	0	0	3	3	8	5	5	3	1	1	5	4	5	13	4	4	1	4	5	2	16	4	9	8	3	1	20	1		2	2	11	
113	9	10	16	48	臺北市	中山區	中山區民生東路2段159巷與建國北路2段116巷口	25.0588123	121.5360363	0	0	1	3	7	5	5	4	2	1	5	4	5	13	4	4	10	5	5	2	15	4	9	1	3	1	8	1		2	3	1	
113	9	10	16	51	臺北市	內湖區	內湖區瑞光路26巷36弄與瑞光路26巷口	25.0689554	121.5828556	0	0	1	2	8	6	5	3	1	1	5	4	5	13	4	4	9	4	5	2	16	1	5	1	7	2	8	1		2	3	1	
113	9	10	17	4	臺北市	中山區	中山區樂群二路與敬業三路162巷口	25.0798669	121.559642	0	0	1	2	8	5	5	3	1	1	5	4	5	13	1	1	1	4	5	2	16	4	5	1	3	1	8	1		1	3	6	
113	9	10	17	9	臺北市	大同區	大同區太原路與南京西路口	25.0536328	121.5161747	0	0	1	2	8	6	5	4	1	1	5	4	5	13	1	1	1	4	4	2	17	1	9	1	6	2	9	1		1	2	12	
113	9	10	18	6	臺北市	中山區	中山區民族西路13號	25.0685349	121.5221922	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	5	4	5	2	17	4	9	1	3	1	8	1		1	3	17	
113	9	10	18	8	臺北市	大安區	大安區仁愛路3段與復興南路1段口	25.0385189	121.5433031	0	0	1	2	7	5	5	4	2	1	5	4	5	13	2	1	1	4	5	2	13	4	10	3	3	1	18	1		1	3	13	
113	9	10	18	16	臺北市	文山區	文山區木柵路4段與萬芳路口	24.9947965	121.5717527	0	0	1	2	8	5	5	3	1	1	5	4	5	13	2	1	5	4	5	2	17	4	5	1	5	1	10	1		1	2	14	
113	9	10	18	30	臺北市	士林區	士林區延平北路6段511巷與環河北路3段口	25.0898634	121.5014971	0	0	1	2	8	5	5	3	1	1	5	4	5	13	4	4	10	5	5	2	17	4	9	1	3	2	2	1		1	3	5	
113	9	10	18	32	臺北市	內湖區	內湖區瑞光路513巷與瑞光路478巷口	25.0789485	121.5694948	0	0	1	2	8	5	5	4	1	1	5	4	5	13	1	1	5	4	5	2	16	1	5	1	6	1	10	1		2	2	13	
113	9	10	18	42	臺北市	大安區	大安區復興南路2段151巷33號	25.0285628	121.5450608	0	0	2	3	8	5	7	14	9	1	5	4	5	13	4	4	10	5	5	1	17	4	1	1	3	1	8	1		1	3	1	
113	9	10	18	48	臺北市	中山區	中山區濱江街211號	25.07260167	121.5404613	0	0	1	2	8	5	5	3	1	1	5	4	5	13	4	4	1	5	1	2	16	1	6	1	7	1	8	1		1	3	2	
113	9	10	18	51	臺北市	中正區	中正區和平西路2段與南海路口	25.0305474	121.5090429	0	0	2	2	8	5	5	4	1	1	5	4	5	13	1	1	3	4	5	2	17	1	9	8	4	2	20	1		1	2	14	
113	9	10	19	3	臺北市	南港區	南港區重陽路與興南街口	25.0577139	121.6045608	0	0	2	3	8	5	5	3	2	1	5	4	5	13	2	1	5	5	4	2	16	4	11	1	3	1	8	1		1	3	4	
113	9	10	19	6	臺北市	中山區	中山區吉林路108巷與吉林路口	25.0533773	121.5301131	0	0	1	2	8	6	5	4	1	1	5	4	5	13	4	4	5	4	4	2	15	4	9	1	3	1	8	1		1	3	8	
113	9	10	19	13	臺北市	松山區	松山區民權東路3段178號	25.06163354	121.549674	0	0	1	2	7	5	5	14	9	1	5	4	5	13	4	4	1	4	5	2	13	4	9	1	3	2	8	1		1	3	1	
113	9	10	19	15	臺北市	中山區	中山區吉林路與民權東路2段口	25.06269889	121.530361	0	0	1	3	8	5	5	4	2	1	5	4	5	13	1	1	3	4	5	2	13	1	6	1	7	1	8	1		1	3	7	
113	9	10	19	40	臺北市	士林區	士林區忠誠路2段與德行東路口	25.108977	121.5305896	0	0	1	3	8	5	5	14	20	4	5	4	5	13	4	4	10	5	5	2	9	4	9	6	3	1	10	1		1	3	17	
113	9	10	21	11	臺北市	信義區	信義區基隆路1段200號	25.0402565	121.5638226	0	0	2	3	8	5	5	10	7	1	5	4	5	13	1	1	9	5	5	2	16	1	12	6	5	2	10	1		1	2	12	
113	9	10	22	5	臺北市	內湖區	內湖區內湖路1段669號	25.0798498	121.5759546	0	0	3	4	8	5	5	14	9	1	5	4	5	13	4	4	1	3	5	1	12	1	1	1	7	2	8	1		1	3	17	
113	9	10	22	35	臺北市	大安區	大安區光復南路116巷與光復南路108巷口	25.043047	121.5570693	0	0	1	2	8	5	5	4	1	1	5	4	5	13	4	4	10	5	5	2	15	4	9	2	3	1	18	1		1	2	11	
113	9	10	22	47	臺北市	萬華區	萬華區康定路與康定路152巷口	25.03972489	121.5019207	0	0	2	3	8	5	5	4	2	1	5	4	5	13	4	4	5	5	5	2	17	1	9	1	6	1	10	1		1	2	11	
113	9	10	23	0	臺北市	中山區	中山區民權東路3段與合江街口	25.0622253	121.5416369	0	0	1	2	8	5	5	3	2	1	5	4	5	13	4	4	1	4	5	2	13	4	9	1	3	6	10	1		1	2	11	
113	9	10	23	41	臺北市	中正區	中正區水源快速道路往北師大路匝道	25.0200271	121.5228834	0	0	1	2	8	5	5	10	16	1	5	4	5	13	1	1	1	4	5	2	13	2	9	1	7	2	8	1		2	3	1	
113	9	11	4	23	臺北市	中山區	中山區五常街與五常街53巷口	25.06436249	121.5396218	0	0	1	2	8	5	5	3	1	1	5	4	5	13	1	1	5	5	5	2	17	1	5	6	7	1	8	1		1	3	1	
113	9	11	6	51	臺北市	松山區	松山區撫遠街413號	25.067373	121.565284	0	0	1	2	8	7	5	11	9	1	5	4	5	13	4	4	5	5	4	1	17	1	5	1	7	1	8	1		1	3	4	
113	9	11	6	52	臺北市	士林區	士林區忠誠路2段與忠誠路2段178巷口	25.11593622	121.5336026	0	0	1	2	8	6	5	3	2	1	5	4	5	13	4	4	1	4	1	2	17	1	9	1	7	1	8	1		2	3	1	
113	9	11	7	1	臺北市	南港區	南港區經貿二路與經貿二路105巷口	25.0580389	121.6169692	0	0	1	2	8	7	8	4	2	1	5	4	5	13	2	1	1	4	5	2	16	4	6	1	3	1	10	1		2	3	5	
113	9	11	7	7	臺北市	中山區	中山區長安東路2段與建國北路1段口	25.0483276	121.5365077	0	0	1	2	8	6	5	4	1	1	5	4	5	13	2	1	5	4	5	2	16	1	9	1	6	1	10	1		1	2	14	
113	9	11	7	10	臺北市	中正區	中正區金山南路1段25號	25.0375943	121.5283148	0	0	1	2	8	6	5	14	9	1	5	4	5	13	4	4	2	4	5	2	13	1	14	1	2	2	2	1		1	3	6	
113	9	11	7	18	臺北市	中正區	中正區忠孝西路1段與懷寧街口	25.0468409	121.5145258	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	1	4	5	2	12	1	7	1	5	2	10	1		1	2	14	
113	9	11	7	20	臺北市	文山區	文山區政大三街與政大三街口口	24.985881	121.5821089	0	0	1	2	8	6	5	3	1	1	5	4	5	13	4	4	10	5	5	2	16	1	6	1	7	2	8	1		2	3	4	
113	9	11	7	42	臺北市	南港區	南港區研究院路1段與研究院路1段130巷口	25.0490667	121.6158229	0	0	1	2	8	6	5	4	2	1	5	4	5	12	1	1	5	4	5	2	13	1	14	1	5	1	10	1		2	2	13	
113	9	11	7	58	臺北市	中山區	中山區明水路與樂群一路口往東	25.077227	121.551938	0	0	1	2	8	6	5	14	9	1	5	4	5	13	4	4	1	4	4	2	12	1	9	1	6	2	10	1		2	2	15	
113	9	11	8	0	臺北市	萬華區	萬華區梧州街與桂林路口	25.03845112	121.4976836	0	0	1	2	8	7	5	4	2	1	5	4	5	13	4	4	5	4	4	2	17	1	5	1	5	1	10	1		1	2	14	
113	9	11	8	5	臺北市	信義區	信義區和平東路3段599號	25.0140273	121.5624747	0	0	1	2	8	6	5	14	9	1	5	4	5	13	2	1	5	5	5	2	13	4	9	1	3	1	10	1		2	2	11	
113	9	11	8	5	臺北市	內湖區	內湖區安康路與安康路228巷口	25.06310814	121.6033118	0	0	2	3	8	6	5	4	1	1	5	4	5	13	2	1	5	4	5	2	16	1	6	1	7	2	4	1		1	3	5	
113	9	11	8	5	臺北市	南港區	南港區南港路3段47巷	25.053216	121.5902366	0	0	1	2	8	6	5	14	9	1	5	4	5	13	4	4	9	4	5	2	16	1	5	1	7	1	8	1		1	3	6	
113	9	11	8	10	臺北市	中山區	中山區建國北路1段與南京東路3段口	25.05205327	121.5371352	0	0	2	2	8	5	5	4	2	1	5	4	5	13	2	1	3	2	5	2	13	4	9	1	3	1	10	1		1	2	11	
113	9	11	8	15	臺北市	南港區	南港區昆陽街161號	25.0491509	121.5943089	0	0	1	2	8	6	5	14	9	1	5	4	5	13	4	4	5	5	5	2	16	4	5	1	3	1	8	1		1	3	8	
113	9	11	8	23	臺北市	中山區	中山區吉林路119巷與吉林路口	25.0568176	121.5301811	0	0	1	2	8	7	5	4	1	1	5	4	5	13	4	4	10	5	5	2	15	1	9	1	7	1	2	1		1	3	2	
113	9	11	8	30	臺北市	松山區	松山區民權東路4段180號對面	25.0624453	121.5592338	0	0	2	3	8	6	5	22	8	1	5	4	5	13	1	1	1	4	4	2	16	1	6	1	7	1	8	1		1	3	6	
113	9	11	8	36	臺北市	士林區	士林區百齡橋與承德路5段口引道	25.09040603	121.515242	0	0	1	2	8	6	5	3	2	1	5	4	5	13	4	4	1	4	5	1	17	1	7	1	7	1	6	1		2	3	4	
113	9	11	8	37	臺北市	大安區	大安區四維路124巷與無名巷口	25.0317026	121.546992	0	0	2	2	8	6	5	3	1	1	5	4	5	13	4	4	10	5	5	2	15	1	9	1	6	1	10	1		1	2	12	
113	9	11	8	51	臺北市	大安區	大安區東豐街與復興南路1段279巷30弄口	25.0360088	121.5450882	0	0	1	3	8	5	5	4	2	1	5	4	5	13	4	4	4	3	4	2	17	1	6	1	7	1	8	1		1	3	17	
113	9	11	8	55	臺北市	中山區	中山區中山北路2段183巷與中山北路2段口	25.0636843	121.5225205	0	0	3	6	8	7	5	3	2	1	5	4	5	13	4	4	1	4	5	2	13	1	9	1	6	1	10	1		2	2	11	
113	9	11	9	3	臺北市	中山區	中山區松江路與長春路口	25.0547957	121.5329592	0	0	1	2	8	7	5	4	1	1	5	4	5	13	2	1	9	4	5	2	17	1	9	3	5	1	18	1		1	2	14	
113	9	11	9	8	臺北市	南港區	南港區忠孝東路6段與昆陽街口	25.0503595	121.5940757	0	0	2	2	8	6	5	4	2	1	5	4	5	13	1	1	5	4	5	2	17	1	6	1	5	1	10	1		1	2	12	
113	9	11	9	11	臺北市	南港區	南港區松河街358號	25.0537402	121.586242	0	0	2	3	8	6	5	14	9	1	5	4	5	13	4	4	9	4	5	2	16	4	13	1	3	9	8	1		1	3	4	
113	9	11	9	19	臺北市	士林區	士林區福林路與福林路100巷口	25.09514584	121.5312326	0	0	1	2	8	7	5	3	1	1	5	4	5	13	3	1	5	5	5	2	17	1	6	1	7	2	8	1		1	3	1	
113	9	11	9	22	臺北市	士林區	士林區福林路與忠勇街口	25.09795308	121.5344547	0	0	1	2	8	7	5	4	1	1	5	4	5	13	2	1	9	4	5	1	17	1	5	1	5	2	10	1		1	3	14	
113	9	11	9	24	臺北市	文山區	文山區木柵路4段與信義快速道路口口	25.0003163	121.5767329	0	0	1	2	8	6	5	5	2	1	5	4	5	13	1	1	1	5	5	1	23	1	6	3	7	5	18	1		1	2	8	
113	9	11	9	30	臺北市	信義區	信義區信義快速道路往北(出文山隧道)	25.0220408	121.577452	0	0	3	5	7	5	5	10	7	1	5	4	5	13	4	4	10	3	5	1	13	1	9	1	7	2	1	1		1	3	1	
113	9	11	9	30	臺北市	大同區	大同區延平北路1段與鄭州路口	25.0497926	121.5118077	0	0	1	2	8	5	5	4	1	1	5	4	5	13	2	1	9	4	5	1	17	4	9	1	5	1	10	1		1	2	11	
113	9	11	9	49	臺北市	信義區	信義區東興路與市民大道5段口	25.0483581	121.5658332	0	0	2	2	8	6	5	4	1	1	5	4	5	13	2	1	5	4	5	2	12	4	9	1	3	2	10	1		1	2	12	
113	9	11	10	16	臺北市	大同區	大同區延平北路3段與民權西路口	25.0630344	121.5112198	0	0	1	2	8	6	5	4	2	1	5	4	5	13	2	1	1	4	5	2	13	4	15	1	3	2	8	1		1	3	3	
113	9	11	10	40	臺北市	信義區	信義區松高路1號	25.0392203	121.5640244	0	0	1	2	8	7	5	14	9	1	5	4	5	13	4	4	5	5	5	2	16	1	1	1	6	1	10	1		1	2	12	
113	9	11	10	58	臺北市	萬華區	萬華區萬大路與萬大路329巷口	25.0243482	121.5003351	0	0	1	2	8	6	5	4	1	1	5	4	5	13	2	1	1	4	5	1	17	4	11	1	3	1	8	1		2	3	5	
113	9	11	11	0	臺北市	大安區	大安區忠孝東路4段335號	25.0414022	121.5575594	0	0	1	2	8	6	5	14	9	1	5	4	5	13	4	4	1	4	5	2	13	1	7	1	5	1	10	1		1	2	11	
113	9	11	11	30	臺北市	北投區	北投區北投路2段與大業路516巷口	25.1326284	121.4975168	0	0	1	2	8	5	5	4	1	1	5	4	5	13	1	1	5	4	5	2	16	4	6	1	3	2	8	1		1	3	2	
113	9	11	11	50	臺北市	萬華區	萬華區環河南路1段與武昌街2段口	25.04578542	121.5024917	0	0	3	3	8	5	5	4	1	1	5	4	5	13	1	1	9	5	5	2	17	4	9	6	6	3	18	1		1	2	11	
113	9	11	11	52	臺北市	大安區	大安區四維路與四維路76巷口	25.0342498	121.548064	0	0	1	3	8	6	5	4	1	1	5	4	5	13	4	4	10	5	5	1	14	4	2	1	3	1	8	1		1	3	6	
113	9	11	11	55	臺北市	北投區	北投區中央北路2段260號	25.138566	121.4912551	0	0	2	2	8	6	5	11	9	1	5	4	5	13	1	1	9	4	5	2	16	1	5	1	5	1	10	1		2	2	11	
113	9	11	12	5	臺北市	大安區	大安區和平東路3段與敦化南路2段口口	25.0246227	121.5483812	0	0	1	2	8	6	5	4	1	1	5	4	5	13	2	1	1	4	5	2	3	4	5	1	3	1	8	1		1	3	1	
113	9	11	12	7	臺北市	大安區	大安區忠孝東路3段與新生南路1段口	25.0423482	121.5333654	0	0	1	3	8	6	5	14	9	1	5	4	5	13	4	4	1	4	5	2	17	4	10	1	6	1	10	1		1	3	12	
113	9	11	12	10	臺北市	文山區	文山區保儀路與忠順街2段口口	24.9847934	121.5667444	0	0	1	2	8	6	5	4	1	1	5	4	5	13	2	1	10	5	5	2	16	1	6	1	7	1	8	1		1	3	2	
113	9	11	12	25	臺北市	大同區	大同區昌吉街與承德路3段28巷3弄口	25.0658364	121.5177409	0	0	1	2	8	6	5	5	2	1	5	4	5	13	4	4	9	5	5	2	14	1	2	1	7	2	4	1		1	3	6	
113	9	11	12	50	臺北市	北投區	北投區豐年路2段與中央北路2段237巷口	25.1369244	121.4934689	0	0	1	2	8	6	5	3	1	1	5	4	5	13	4	4	10	5	5	2	10	1	9	1	7	2	8	1		1	3	1	
113	9	11	13	5	臺北市	士林區	士林區格致路與凱旋路口	25.1367745	121.5463459	0	0	1	2	8	6	5	3	2	1	5	4	5	13	2	1	8	5	5	1	17	1	5	1	7	1	8	1		2	3	4	
113	9	11	13	22	臺北市	文山區	文山區木新路3段與木新路3段183巷口	24.9815612	121.5602857	0	0	1	2	8	6	5	3	1	1	5	4	5	13	4	4	10	5	5	2	16	1	5	1	7	1	4	1		1	3	6	
113	9	11	13	25	臺北市	中山區	中山區新生北路3段與德惠街口	25.066217	121.5276682	0	0	1	2	8	6	5	4	1	2	5	4	5	13	1	1	1	4	5	2	15	1	9	1	7	2	8	1		1	3	8	
113	9	11	13	27	臺北市	大安區	大安區大安路1段與大安路1段84巷口口	25.0410621	121.546679	0	0	2	2	8	6	5	4	1	1	5	4	5	13	4	4	1	4	5	2	16	1	8	1	5	1	10	1		1	2	11	
113	9	11	14	3	臺北市	萬華區	萬華區德昌街7巷9號	25.0277697	121.4947887	0	0	2	3	8	6	5	14	9	1	5	4	5	13	4	4	10	5	5	1	17	4	9	1	3	1	10	1		1	2	14	
113	9	11	14	44	臺北市	南港區	南港區興中路與興中路口南往北往市民大道八段	25.0527877	121.6078402	0	0	1	2	8	5	5	14	9	1	5	4	5	12	4	4	5	4	5	2	12	1	11	1	7	1	8	1		1	3	4	
113	9	11	14	46	臺北市	中正區	中正區和平西路1段與牯嶺街口	25.0265494	121.5187358	0	0	1	2	8	7	5	4	1	1	5	4	5	13	1	1	1	4	5	2	12	4	9	1	7	2	4	1		1	3	2	
113	9	11	15	0	臺北市	北投區	北投區承德路6段與福國路口	25.1010548	121.5124992	0	0	1	2	8	6	5	4	2	1	5	4	5	13	2	1	1	4	5	2	13	1	9	1	7	1	3	1		1	3	1	
113	9	11	15	0	臺北市	松山區	松山區南京東路4段10號	25.05159878	121.5520125	0	0	1	5	8	6	5	14	8	1	5	4	5	13	4	4	1	4	4	2	17	1	1	1	7	1	8	1		2	3	8	
113	9	11	15	19	臺北市	中正區	中正區仁愛路1段23巷與林森南路61巷口	25.0395399	121.5232276	0	0	1	3	8	6	5	4	1	1	5	4	5	13	4	4	5	5	5	2	15	1	9	1	7	2	8	1		1	3	1	
113	9	11	16	15	臺北市	南港區	南港區研究院路2段12巷55號	25.047505	121.6140425	0	0	1	2	8	6	5	14	9	1	5	3	5	13	2	1	5	5	5	2	17	4	1	1	3	2	4	1		1	3	4	
113	9	11	16	30	臺北市	中山區	中山區中山北路2段63號	25.05687776	121.5229547	0	0	1	2	7	7	5	14	9	1	5	4	5	13	4	4	9	4	5	2	12	1	8	1	2	1	10	1		1	3	12	
113	9	11	17	0	臺北市	北投區	北投區西安街1段327號	25.113373	121.516011	0	0	2	3	8	6	5	14	9	1	5	4	5	13	4	4	10	4	5	2	13	1	9	1	5	1	10	1		1	2	11	
113	9	11	17	19	臺北市	信義區	信義區永吉路200巷24弄與松信路口	25.0446822	121.5721906	0	0	1	2	8	6	5	4	2	1	5	4	5	13	1	1	10	5	5	2	9	5	16	8	4	10	20	1		2	2	16	
113	9	11	17	30	臺北市	中山區	中山區民權東路2段57號	25.0626402	121.5307515	0	0	1	2	7	7	5	14	9	1	5	4	5	13	4	4	1	4	5	2	13	1	9	1	6	1	10	1		1	2	11	
113	9	11	17	30	臺北市	松山區	松山區市民大道5段與東寧路口	25.0474141	121.5630746	0	0	1	2	8	6	5	3	1	1	5	4	5	13	1	1	1	4	5	2	16	1	6	1	7	1	4	1		1	3	2	
113	9	11	17	34	臺北市	南港區	南港區研究院路1段與研究院路1段130巷口	25.0491198	121.6157384	0	0	1	2	8	7	5	4	2	1	5	4	5	13	2	1	1	4	5	2	12	4	9	1	3	1	8	2		1	3	17	
113	9	11	17	40	臺北市	士林區	士林區福林路與福林路329巷2弄口	25.10517804	121.5313209	0	0	1	2	8	5	5	3	1	1	5	4	5	13	4	4	10	5	5	1	17	1	6	1	6	1	10	1		1	3	11	
113	9	11	18	3	臺北市	大安區	大安區信義路4段與敦化南路1段口	25.0330991	121.5485244	0	0	1	2	8	6	5	4	1	1	5	4	5	13	1	1	1	4	5	2	16	4	6	1	3	2	8	1		2	3	1	
113	9	11	18	15	臺北市	北投區	北投區中央北路4段與大度路3段口	25.1242696	121.4649667	0	0	1	3	8	5	5	3	2	1	5	4	5	13	2	1	5	4	5	2	16	1	5	1	6	1	10	1		2	3	14	
113	9	11	18	21	臺北市	南港區	南港區忠孝東路7段與興中路口	25.0521223	121.607903	0	0	3	3	8	5	5	3	1	1	5	4	5	13	1	1	9	5	5	2	16	1	8	1	5	1	10	1		1	2	12	
113	9	11	18	24	臺北市	大同區	大同區忠孝橋機慢車道往三重	25.04907292	121.5061582	0	0	1	2	8	5	5	8	11	1	5	4	5	13	4	4	10	4	5	2	11	1	9	1	5	1	10	1		2	2	14	
113	9	11	18	32	臺北市	中山區	中山區明水路441號	25.0774575	121.549446	0	0	1	3	8	5	5	14	9	1	5	4	5	13	4	4	10	3	5	1	17	1	7	1	5	1	10	1		1	3	14	
113	9	11	18	50	臺北市	內湖區	內湖區康寧路3段與五分街口	25.0674499	121.6123954	0	0	1	2	8	5	5	4	2	1	5	4	5	13	1	1	1	4	5	2	12	1	9	1	7	2	8	1		1	3	2	
113	9	11	18	53	臺北市	士林區	士林區士東路48號	25.11195694	121.5277962	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	7	5	5	1	29	1	9	8	4	1	20	1		1	2	14	
113	9	11	18	54	臺北市	北投區	北投區承德路7段303號前	25.116815	121.5042749	0	0	1	2	7	5	5	14	9	1	5	4	5	13	4	4	1	4	5	2	17	1	1	1	7	2	8	1		1	3	7	
113	9	11	19	8	臺北市	中山區	中山區建國北路2段16號	25.0529575	121.5365274	0	0	1	3	7	6	5	14	9	1	5	4	5	13	4	4	1	5	5	1	17	4	14	1	3	1	4	1		1	3	6	
113	9	11	19	11	臺北市	文山區	文山區辛亥路4段130巷7號	25.00490488	121.5565869	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	10	5	5	2	17	1	3	1	7	1	8	1		1	3	8	
113	9	11	19	23	臺北市	士林區	士林區仰德大道3段與仰德大道3段140巷口	25.122996	121.5514518	0	0	2	3	8	5	5	14	9	1	5	4	5	13	4	4	4	5	5	1	17	1	15	1	7	1	8	1		1	3	2	
113	9	11	20	24	臺北市	中正區	中正區汀州路2段與汀州路2段182巷口	25.0230563	121.5230182	0	0	1	2	8	5	5	4	1	1	5	4	5	13	4	4	5	2	5	2	17	1	5	1	5	1	10	1		1	3	17	
113	9	11	20	40	臺北市	中山區	中山區興安街91號	25.0561201	121.5430252	0	0	1	2	7	5	5	14	9	1	5	4	5	13	4	4	4	5	5	1	17	4	14	1	3	1	8	1		1	3	8	
113	9	11	20	46	臺北市	萬華區	萬華區堤外便道北往南（市民-桂林）	25.04354742	121.5004319	0	0	5	6	7	5	7	14	11	1	5	4	5	13	4	4	2	3	5	2	13	1	12	1	5	1	10	1		1	3	17	
113	9	11	21	26	臺北市	大同區	大同區延平北路3段83巷與延平北路3段口	25.0672832	121.5109695	0	0	1	2	8	5	5	4	2	1	5	4	5	13	2	1	5	4	5	2	3	1	6	1	7	2	8	1		1	3	1	
113	9	11	21	40	臺北市	大同區	大同區民族西路與重慶北路3段口	25.06861711	121.5138555	0	0	1	2	8	5	5	4	1	1	5	4	5	13	2	1	8	4	5	2	15	1	9	1	7	1	8	1		1	3	2	
113	9	11	21	58	臺北市	中山區	中山區吉林路與松江路64巷口	25.04900953	121.5300334	0	0	1	2	8	5	5	4	1	1	5	4	5	13	4	4	5	4	5	2	3	1	9	1	7	2	8	1		1	3	5	
113	9	11	23	44	臺北市	南港區	南港區市民大道8段與中南街口	25.0543085	121.6151687	0	0	1	2	8	5	5	4	1	1	5	4	5	13	2	1	1	3	5	1	17	4	5	1	5	1	10	1		1	3	17	
113	9	12	4	9	臺北市	中正區	中正區市民大道1段168號前	25.048345	121.5185787	0	0	1	2	8	5	5	14	9	1	5	4	5	13	4	4	9	4	5	1	3	5	16	8	4	10	20	1		2	2	16	
113	9	12	7	15	臺北市	士林區	士林區通河西街2段與社正路口	25.08903696	121.5116933	0	0	1	2	8	7	5	4	1	1	5	4	5	13	2	1	9	4	5	1	9	1	9	1	7	2	8	1		1	3	5	
113	9	12	7	28	臺北市	內湖區	內湖區民權東路6段61號	25.069116	121.5875517	0	0	1	2	8	6	5	14	7	1	5	4	5	13	4	4	1	4	4	2	17	1	8	1	6	1	10	1		2	2	11	
113	9	12	7	53	臺北市	中山區	中山區民權東路2段42號	25.0624733	121.5297428	0	0	1	3	8	6	5	14	9	1	5	4	5	13	4	4	1	4	5	2	13	1	9	1	6	1	10	1		2	2	11	
113	9	12	7	53	臺北市	士林區	士林區承德路4段與承德路4段179巷口	25.08734626	121.5226742	0	0	1	2	8	6	5	3	1	1	5	4	5	13	3	1	9	4	5	1	15	1	9	1	7	2	8	1		1	3	5	
